English	Английська
70144024	До речі, хіба ви не мали контракту з компанією?
2135950230	Мав би і далі, якби виродки потрудилися заплатити за роботу в поїзді.
164193422	Цей смак дежавю...
958208112	Ми як бандити, що грабують потяг.
627433891	Ще один день, інший поїзд.
162783975	Ці жінки не піддадуться моїм чарам. Мені потрібно бути обережною.
1030207198	Скільки ще це триватиме?
1347156913	Як я вже казав, важко сказати напевно.
240429791	Як ти можеш не знати? Ти ж бригадир, на біса!
367094213	Це складно, пані.
116064958	Наслідки будуть!
9719693	І яку форму вони мали б?
900767901	Надішлемо листа компанії. Запам'ятайте мої слова!
1078604639	Ви це зробите, пані. Ти зробиш це.
148871231	І що це я чую про повстання у Флагстоні?
1239414576	Чутки, пані. Мені потрібно повернутися до роботи, інакше ви ніколи не поїдете.
1107055388	Ви нікуди не підете, сер! Я вимагаю відповіді!
1539924895	*зітхає* Тоді ви, можливо, захочете принаймні поставити інші запитання, пані.
174426288	Вона точно прибила його до дошки.
1605885846	Я б не проміняв на нього чоботи. Я знаю це.
347424073	Подивися на неї, піди на нього.
1178585689	Це краще, ніж театральна вистава.
97505707	Ви знаєте, що ми могли б йому допомогти.
29844750	Ні, мені дуже весело дивитися.
1444619154	Я чую багато шуму. Мабуть, кар'єр.
1931973891	Я відчуваю запах сірки. Кар'єр має бути поруч.
342769919	Ну, подивіться на це. Вони використовують динаміт. Має бути більше.
244137515	Хатина виглядає перспективно. Але я б'юся об заклад, що вона зачинена.
1654035298	Мені знадобиться кілька секунд, щоб взломати замок. Прикривай мені спину.
444708279	Краще не показуватись тому у плащі. Він запідозрить, що я щось задумала.
628921758	Загрунтовано і готово, бос!
1463201002	Гаразд, повертайте свої дупи!
1048995285	Динаміт готовий!
1103858009	Ви його чули! Укривайтися!
620512677	Скажи слово, бос.
128780171	Зробіть це вже!
944592181	Це той, бос. Я це знаю!
233071578	Подуй до біса і назад!
17011869	Йоп, мої вуха.
782686556	Перешкода все ще там, бос.
171282518	Це один довбаний камінь!
370283200	Зроби це знову!
1948015562	Га... До біса все це!
1955214182	Е... Воно все ще там, шефе.
1002188354	Ти блять жартуєш?!
1172035801	Ще раз!
1371676688	Цікаво...
877088804	Подивіться на це...
1022186573	Це точно допомогло б, якби ми змогли лише трохи прорідити стадо.
1460709916	Ну завжди є динаміт...
390620212	Це трохи екстремально, вам не здається?
1180772955	Відчайдушні часи, відчайдушні заходи.
1372339404	Вибачте. Не втримався.
2083757734	Аварії бувають.
868947400	Ой. Вибачайте.
470667403	Ми повинні перевірити, чи є на пилорамі щось корисне.
12095694	Подивіться на це місце. Великі гроші у промисловому вигляді.
1963914594	Цікаво, як часто трапляються аварії навколо цієї пилки.
767817700	Думаєте про те, щоб спричинити аварію самостійно?
305308674	Виглядає гострою.
1514308810	Гаразд, пилку вимкнув.
315219794	Давайте відкладемо це.
1286456959	Пила зупинилася.
210008120	Що тепер?
188197869	Що з цим не так!
457806363	Гей, дупу! Руки геть від клятого вимикача!
1571982461	Як щодо цього?
125885861	Давайте спробуємо це.
895599228	Добре зараз!
106972270	Це має бути боляче.
1491849671	Він ніколи не бачив цього.
1477068829	Ой!
1287021037	Вони щось нервують.
1787660680	Ти надто параноїк, любий.
1055360869	Я чув, як вони розмовляли. Проблема у Флагстоні.
949275483	Ми тут на весілля! Хто дбає про це дурне місто.
854008708	Ваші сестри розважаються з робітниками?
311980442	Ви знаєте, які вони.
1078395714	Мені майже стає шкода бідних дурнів.
271994598	Просто покарання за те, що ми тут залишилися, я б сказав.
597138813	Ця пилорама недобудована. Удома таких не будували..
712736055	Можливо, це справа рук "ДеВітт Компані".
371345698	Сподіваюся, що ні — скоро ми поїдемо тим мостом.
1009487023	Ти надто тривожний. Цей міст пропустив сотню поїздів...
383755851	Давай, ми повинні повернути Флагстон.
453171243	Забудь! Я не повернуся.
915380401	Оплачується подвійно!
1617952781	Ну-у, немає шансів.
2043731081	Це Флагстон. Купка гірників.
782355437	Горяни зі зброєю!
948571304	Ми повернемо місто, легко.
880261538	Тоді ви йдете. Я залишуся тут.
626700481	Не хочеш помститися за Джарвіса? Дику Мардж? Макбейна?
1225172522	Ой, нехай тримають свою діру.
1406020804	Боягузи, всі!
1560359473	Ідіть і підключіться до грізлі.
1175221139	Піду подивитись. Тримайте очі відкритими.
1207002502	Ви завжди носите такі вузькі джинси, містере Купер?
173073461	Перепрошую?
175856799	Просто дивлюсь в оба.
519723968	Ці хлопці не влучать навіть у стіни сараю.
604204655	Їхня зброя нижчої якості...і незмащена.
260433494	Що скажете, панове? Думаєш ми знайдемо динаміт у тому сараї?
32853892	Спершу нам потрібно відімкнути двері.
1057538575	Просто переконайтеся, що тут чисто, щоб я міг відкрити замок.
2023607830	Ви намагаєтеся промахнутися або ж влучити у пляшки?
972631478	Іди знайди кобилу і засунь голову їй у дупу, Манді!
1198467201	Так! Ми тут тренуємося!
1923955990	Тоді будьте моїми гостями. Практика робить досконалим.
1362731343	Ви потрапили в гору! Це прогрес.
1834827091	Відійди від нас, добре?
195016477	Так! Ми повинні підготуватися до Флагстона.
1376588066	Тоді продовжуйте, діти.
981330621	Ой, той ледь не врізався в сарай.
305744695	Ні, не було. Ми не такі вже й погані.
774427399	Так! Не хотів би рознести це місце вщент.
920378594	Дуже уважно з вашого боку.
1443350370	Достатньо.
64719891	Ці маленькі речі завдають багато лиха.
1313763565	Добре, одна пачка динаміту. Тепер повернемося до мосту.
347539793	Ми чудові партнери, вам не здається?
1370436802	Партнери - це сильне слово, міс.
364038933	Ну, пане Купер. Уявіть: ми разом проти світу.
1284435012	Що ж, а після цього ви залишитесь одна і безпечно повернетесь на своє ранчо.
1293942551	Так...
715967375	Ми повинні повернутися сюди, коли матимемо динаміт.
1149243390	Слабке місце мосту це шлях. Нам ще потрібен динаміт.
567326433	Отже, ми йдемо цим шляхом, коли у нас є динаміт.
1959106679	Добре, йдемо вниз.
910584940	Тут внизу.
1179515340	Доставимо посилку, панове.
1542172045	Хей, МакКой. Впевнені, що ви достатньо вправний стрілець, щоб влучити у динаміт?
1812456212	Дивіться і вчіться, містере Купер.
568001835	Цікаво, що в цьому сараї?
1944227285	Що там у тому сараї?
1795827190	Схоже на склад. Можливо там можна запастися набоями.
264359659	Так, бо за кілька хвилин це місце спалахне та засмердить сірою.
1953104794	Якщо ми знайдемо там динаміт, я розсерджуся.
1187055807	Хотілося б, щоб у нас був динаміт.
1086767789	Здається, нам ще потрібен динаміт.
629756946	Ось місце. Тепер нам краще принести той динаміт.
1799703722	МакКой. Ви отримали динаміт.
954065528	Міс О'Хара, у вас є динаміт.
315914925	Містер Купер, у вас є динаміт.
297109476	Міс О'Хара, у вас є динаміт.
25881207	Містере Купер, я думаю, що у вас є динаміт.
1498994161	Доктор МакКой, я вважаю, що у вас є динаміт.
851862061	Оснащений і готовий.
563175063	Пакунок доставлений.
543245308	Тоді гаразд. Тепер ваш виступ, Док.
621623831	Пропоную нам відійти кудись, де є гарний краєвид.
706512754	Міст йде на дно.
1149997624	Так, до біса!
1444349089	Ви не жартували, Док!
1464740422	Якого хуя?! Знайдіть мені виродків, які це зробили!
686524713	Дякую, панове. А тепер поспішаймо — нам потрібно встигнути на поїзд.
727099477	І більше немає причин ховатися.
837828466	Це дико.
900039237	Зараз саме вдалий час запастися набоями в сараї.
160884714	Якщо ви хочете поповнити набої, зараз саме час.
2137734687	Останній шанс відвідати склад боєприпасів.
508171541	Блін, ми розлучилися!
1412696367	Ха! Вони зробили це! Час Гектору увійти.
923656247	Ого, тут ще нікого? Схоже, у мене є час, щоб убити.
412402408	Дивіться, хто вже тут!
1857699596	Привіт, Гекторе!
1526833903	Ти - видовище для хворих очей.
528508594	Не знаю, як я так швидко сюди потрапив.
1461714705	Усі, до потягу! Мерщій!
1872561895	Це неприйнятно.
649134575	Вимагаю пояснення!
774090547	Міст все-таки потребував ремонту.
889332417	У вухах дзвенить.
937152207	Одна з провини працівників, без сумніву.
1001922886	Хто тут головний?
767732451	Виправте це!
379721079	А як щодо весілля?
931884521	Саботаж! Весілля зірвано!
513034060	Компанія про це почує!
465358707	Ось і все! Ми повертаємось до Нью-Йорка.
1066072200	Конструкція неякісна, впевнений.
2106777995	До біса, я не збираюся це прибирати!
554237110	Хі-хі, це гарний безлад.
1964142030	О, хлопче, це погано.
542120794	Можливо, це виглядає гірше, ніж є.
2120122482	О, чорт, бос буде не надто щасливий.
19146104	Просто купа уламків, лайно!
1827785997	Який безлад.
1951619030	Хтось по-королівськи облажався.
998446281	Хто це прибере?
1712523335	День стає кращим з кожною хвилиною.
1363115976	Хтось втратить голову.
1320985533	Це купа грошей у димі.
1093647381	У нас є диверсанти!
1280364308	Б’юсь об заклад, що вони ще тут.
2095213637	О, вони не проходять через мене.
190822342	Вони підірвали наш клятий міст!
437419556	Не смій нікого пропускати.
1081548460	Їм доведеться пройти сюди.
1542451804	Чортові диверсанти.
1961107717	Ніхто не підірве наш міст і не зійде з рук.
692793106	Слідкуйте за дверима!
283288489	Ніхто сюди не заходить!
1976578375	Зосередься, лайно!
1127203636	Це не станеться на моєму годиннику.
1115120634	Охороніть клятий поїзд!
78326914	Запустіть двигун!
1276707754	Дістаньте динаміт
1335003154	Знайдіть коробку з динамітом і візьміть те, що вам потрібно, щоб підірвати міст.
704089349	Кар'єр
1544104025	У кар'єрі використовують динаміт. Зберігається в маленькій хатині.
1016138534	Тир
502956785	На стрільбищі є сарай зі зброєю. Ви можете знайти там динаміт.
1896043261	Закласти динаміт
1943625003	МакКой знайшов хороше місце для динаміту. Спустіться до основи мосту та помістіть його.
171903277	Прицільний постріл у динаміт
291821293	Виведіть усіх з мосту, а потім попросіть Маккоя вистрілити динамітом здалеку.
2036498134	Зустрічаємося у поїзді
404539240	Гектор чекає на вас біля поїзда. Збирайтесь там всі і тікайте.
1529195657	Шахтний візок
1283000525	Цей шахтний візок виглядає так, ніби його можна висипати комусь на голову.
853128941	Колоди
1657385379	Колоди ледве тримаються на місці.
1138078354	Автоматична пила
627733433	Пилу можна вмикати та вимикати за допомогою цього вентиляційного отвору. Можливості безмежні...
979219862	Підривний пристрій
1321641468	Робітники кар'єру використовують важіль, щоб підірвати динаміт. Сподіватимось, що ніхто не підірве його раніше...
1648999959	Впевнена в цьому?
1589189604	Абсолютно. Я не покінчила із ДеВіттом.
626579769	Гадаю краще, щоб ти залишилась на своєму ранчо.
1158182381	А я хотіла би побачити, що в тебе є.
1249377458	Якщо наполягаєш.
676274750	Халепа! Здається, не мій щасливий день.
780963820	Ще раз?
1334665606	Думаю, що з мене вистачить.
1145524796	Я попереджав. Він клятий шахрай.
329291194	Ніби я шахрайничав проти тебе.
978657549	Ммм...нарешті!
1761512886	Повір мені, цього варто було чекати.
615469602	Отже, що з поїздом?
57342294	Ми залишим його. Щоб дістатися до Нового Орлеана, більше він не потрібен.
1468187789	А що в Новому Орлеані?
1559859946	Стара ціль, яку хочу наздогнати.
271702602	Френк, га? Впізнаю обличчя. Зараз працює в компанії ДеВітт.
352808776	Дай мені подивитися.
1142906383	Стара фотографія. Скільки часу триває це полювання?
1774780375	Досить довго. Я закінчу це в Новому Орлеані.
2014707239	Здається, у всіх нас є проблеми...
1863626746	Гекторе, це чудово на смак.
241596674	А-а-а... Я ж тобі казав!
432917295	Мені здається трохи солоним.
2144731839	Ні, точно не вистачає солі.
1142770674	Ну, Кейт, здається, для нас двох залишилося більше.
2113674128	Я не казав, що більше не хочу.
76782430	Просто не приправлено належним чином.
1956219847	VO TRACK
236941690	...
2061939657	Па...
911979634	VO TRACK
1398730384	Я маю дістатися до тата.
1903729066	Я ніяк не можу взяти їх зблизька.
497952242	Мені потрібно спробувати кинути ніж.
1653273505	Він не міг прийти сам. Розсередитись всім!
1433914304	І стежимо за мостом. Ніхто не повинен його перетинути.
1496802357	Проклятий мисливець за головами. Як він нас знайшов?
1267055176	Мені краще. Це погана новина.
1830383815	Можливо, вони прийшли через каньйон.
409548749	Ні. Ми б їх побачили.
1046132865	Ви бачили, що він зробив з Дженкінсом?
719125003	Так. Був би зі мною, якби я не пішов ссати.
1470063504	Сподіваюсь, Френк йому добре набуцає .
55717411	Так.Було б гарно, щоб він не поспішав з виродком.
258047790	Правильно, продовжуйте пошук.
409357586	Ніхто не пройде повз нас.
951814132	Ви чули Френка. Продовжуйте пильнувати.
552945960	Якщо тут хтось є, ми повинні його знайти.
6871520	Не дай нікому проскочити.
337035208	Їх так багато.
1118829422	Мені потрібно знайти тата. Він пішов до каплиці.
998580226	О чорт, вони знайшли тіло.
1319330181	Який довбаний безлад.
1642434315	Френк змусить його заплатити.
1504792412	Чортовий Дженкінс. Проклятий сором.
569912221	Буду сумувати за бідолахою.
1998724555	Думаєш, він бачив хлопця? Перш ніж це сталося.
726025267	Зараз немає різниці.
680930686	Ви думаєте, що їх там більше?
864070314	Якщо так, то, ймовірно, їх уже давно немає.
1964889272	Гаразд, тато має бути там.
1661680174	Я не можу пройти через ці ворота.
73252538	Мені потрібно знайти інший спосіб.
1179369332	Я йду, тато.
662144497	Джеймс Купер, га? Ніколи про вас не чув.
6099812	Цікаво, хто вас підставив. Це був той дурень, маршал?
154832828	Підійди до мене сам. Ви повинні бути досить впевнені в собі.
652404764	Або повний. Яка моя винагорода в ці дні?
1160052742	Мабуть, це не має значення... Ти не збираєшся збирати.
689138457	У мене є до вас запитання, яке може припинити ваші страждання.
496735119	Ти дурень, але не настільки дурень, щоб прийти сам.
993438516	Скажи, скільки у тебе з собою?
580223186	Це твій останній шанс.
663168774	Я прийшов сам.
1616650886	Брехня.
1112519194	Елліот.
651456391	Ти вбив мого друга.
250763909	Будь впевнений і передай йому привіт, у пеклі.
652483574	...!
925633400	Джонні!
1683143520	Так, так...
104755187	Залиште його!
491008808	А ти хто такий в біса?
1157756567	Звати Джон Купер і я вб'ю тебе!
652495633	Правильно? І як ти збираєшся це зробити?
1228726418	Не вплутуй його в це.
1546012519	Знаєш, у мій час...
1226585155	...перше, чому батько навчав сина, це стрільбі з Кольта.
815966713	Засранець!
2079824983	Один гарний постріл, хлопче.
721607770	Це все, що потрібно.
1391241714	Давай, у мене немає цілого дня.
1517922562	Я буду рахувати до трьох.
1480808491	Один.
1591580887	Два.
1869267036	Па...
1183621720	Я знаю, Джонні...
260618180	Три.
720854915	VO TRACK
479913659	Дістатися до каплиці
1518553472	Твій батько в біді. Прямуйте до каплиці та знайдіть його.
132779930	Ооох... Моя голова...
1786629121	Де я?
1470247001	А де в біса інші?
210326211	Добре, перш за все.
1083621896	Доброго ранку Гекторе.
1766685889	Е... Доброго ранку...міс.
251244019	Це була дуже палка ніч.
488904519	Насправді...я навіть не пам'ятаю, як я сюди потрапив...тьфу...
1930594328	...або як ми познайомилися.
2121783391	Хе-хе, ти нічого не пам'ятаєш?
1631687239	Я Розі, дружина шерифа.
693817541	Я...я справді мушу зараз знайти своїх друзів.
1981144447	Бьянка...
563836146	Що не так, любий? Загубив щось у спеку ночі?
324536951	Ви не проти, якщо я позичу це?
923270363	Звісно, але лише пообіцяй повернути їх назад.
2059420659	Гаразд, Гекторе... ти можеш це зробити...
439696658	Послухайте, вибачте, але... знаєте... мені справді потрібно...
725255672	До побачення, Гекторе.
1042899231	До побачення.
1399123022	Добре, знайдемо решту групи...
1841183449	і Бьянку.
1532588613	VO TRACK
461225303	Пішов геть, скотино!
2077487744	Не переживай за мене. Зі мною все буде добре.
1889798138	Мій чоловік ревнивий чоловік.
447366367	Іди. Він застрелить вас відразу.
1467051907	Це була дика ніч.
1104810743	Деякий час тримайтеся подалі від Батон-Руж.
156226262	Я дуже сподіваюся, що ми колись знову зустрінемося.
100047546	Моя голова дзвенить, як церковний дзвін.
1783238342	Багнюка. Багнюка означає сліди. А у мене великі ноги.
1673735055	Той хлопець... Він мене шукає?
1508570502	Гей, що я тобі зробив?!
40883198	Чорт, це погано. Я краще знайду інших.
1166266992	Гаразд...ти не Бьянка. Що ти можеш зробити?
1223273402	Непогано. Охоронцелов!
1958053994	Зачекайте... Тут ми розійшлися...
949532076	Ви впевнені, що це правильно?
1907330953	Усі знаки вказують сюди.
2135184052	Ти що, могіканин?
310638060	Іди поголи свою кудряву дупу, Гокінс.
968169133	Тут нікого немає.
225376933	Ти хочеш піти до шерифа і сказати йому це?
709127354	О, ні! В нього настрій когось повісити.
2137721353	Ми продовжуємо шукати, поки не знайдемо когось.
1797298500	Чому вони все-таки це зробили?
752847137	Вони були незнайомці. Хто знає?
1803490372	Звичайно, мені здається, що ми щось втрачаємо.
189560826	Не переживай про це. Ми їх знаходимо, ми їх стріляємо.
461826097	Гей, аміго!
478403291	Давай Купер! Прокинься і співай!
1021256014	Тьху... Таке відчуття, ніби мене штовхнув кінь.
530886839	Кейт! Прокидайся.
1344104697	Привіт, Кейт! ти зі мною?
730046734	Е... Боже! Моя голова розірветься навстіж.
899359207	Де Док?
254775759	Нам потрібно поговорити партнери.
668724194	Ой! Вибачте, пані.
1826510593	Хтось може сказати мені, чому я вдарив її?
699751414	Вона теж "здається" вам підозрілою?
1134149982	Ця жінка - ходячий банк!
2118301434	Це занадто багато грошей для чесної жінки.
980119931	Де, в біса, вона ховала всі ці долари?
2144249786	Хе, чому б і ні?
752645794	Ми могли б також.
194532124	Може стати в нагоді.
211093556	Що в біса сталося? Де Док?
1340885963	Все, що я пам'ятаю, це випивка в салуні.
46517177	Ця конська моча не могла нас напити.
541275585	Ну, що б тут не сталося, ми справили гарне враження на місцевих.
517556967	Давай знайдемо Дока і тікаймо звідси.
338942374	Я можу замаскуватись, якщо ж вже дійшло до цього.
437235839	Чи не здається, що ми упистили щось справді важливе...
439599327	Човен! Він сказав, що він відпливає вранці!
1926548427	Він ще тут. Джентельмен ще чекає на нас.
14030696	Все одно поспішаймо. Тут не можна залишатися.
476190830	Добре, добре. Ми знаходимо Дока, сідаємо в човен і забуваємо, що це коли-небудь було.
1710861253	Гей, ти бачиш мій ніж? Або мої револьвери?!
849892578	А мені не вистачає сокири.
1640469646	Ви бачили Бьянку? Я сумую за нею.
1939241309	Гадаю, що ми залишили зброю на човні.
1471959315	Чия це "гарна" ідея?
1614108276	Гей! Завтра відбудеться покерний турнір.
1917005219	Вже вважаєте себе претенденткою?
1503626948	Я обіграла вас минулої ночі. Б'юсь об заклад,ви вирішили це забути.
1985589116	А гармата шерифа спрацювала сама і підірвала водонапірну вежу.
655569411	Сама по собі? Відколи гармати стріляють самі?
1248339686	Чому хтось зробив це навмисно?
2120877139	Темні часи, Барні! Мертві воскресають і все таке.
1921755521	Ти намагаєшся мене налякати, Міллі.
971291333	Я кажу тобі, що це тільки початок.
27656303	Хто міг би навіть обчислити цей кут рикошету?
1850288950	Подивіться на ці позначки. Це була клешня чи просто сокира?
2104481270	Сейф аж сюди затягнули? Або... його... звідкись спустили?
193170982	Я не думаю, що це справа рук людей. Щось справді не так.
81079969	Це гармата.
930411529	Подивіться на цю гармату. Вона красуня.
2010098878	На що спрямована гармата?
1089594563	Це банківський сейф. Виглядає важко, як гріх.
63030906	Я пітнію, просто дивлячись на це.
1308121975	Бідна мила Розі. Це прокляття диявола, я вам кажу.
24326689	Я тобі кажу, болотяні відьми дістали її. Перетворив її на солому.
410986488	Ой, будь ласка! Це просто опудало, дурні!
626605032	Закрий свою пастку, Фредді! Ви псуєте розслідування!
577082853	Звичайно, але навіщо вони залізли на дах клубу?
814666945	Вони, мабуть, мали там  гарний огляд. Щоб попередити, якщо щось піде не так.
2050937557	Як взагалі виглядає шпигунка болотнях відьм?
262680794	Я не знаю, Франсін, але я не хочу це дізнаватися.
547428213	Отже, вони викотили гармату звідси?
1004944109	Для темного сходу! Крадуть це для свого лігва.
1435677527	Лігво? Що ти маєш на увазі?
510354877	Вони болотні відьми, Берте! Саме там вони проводять свої ритуали!
449994866	Отже, ви думаєте, що гармата, яку вони тут вкрали, була потрібна для їхніх ритуалів?
2101465176	Я ще не зовсім впевнений. Продовжуємо шукати підказки.
81163414	Отже, це правда? Чи справді це був він?
804922990	Так виглядає. Я ледве можу в це повірити.
200960381	Сатана, грабіжник банків. Мабуть, це було видовище.
342965924	На що йому гроші?
1406510762	На що кому гроші? Салон.
843420653	Б’юсь об заклад, що віскі в пеклі навіть дорожчий, ніж тут, на Землі.
39489661	Сатана грабує наш маленький банк. Хіба це не одуріння?!
56293856	У мене є передчуття, що це все пов’язано. Він, кури, Розі...
1916294871	Воу, не нагнітай. Ти дозволяєш своїй уяві налякати себе.
362876219	Чому зламали ворота?
462142916	Хто їх так налякав? Диявол?
1464992197	Хто їх звів з розуму?
27909581	Бідолашні звірі. Налякані до смерті.
1832148011	Очі бігають...
1184230511	Ніби диявола бачили.
1648027237	Тому що вони це зробили.
610440517	Господи помилуй.
1364331509	Це місто прокляте.
1743208315	День настав! Запам'ятайте мої слова!
1990997190	Те, що нам дорого, буде втрачено.
877579202	Те, що ми вважаємо святим, буде осквернено.
1006373769	Те, що дає нам силу, перетвориться на попіл.
552648979	Бо повстав ворог людський! Господи помилуй!
1392107080	Три дні тому в Батон-Руж він розкрився.
1535420739	Він наводив жах на відважних городян.
589176724	Спустошив міський банк.
272295453	Це був тільки початок!
321098349	Настав кінець часу.
1997996972	Світ згорить і буде відкинутий заново.
1797927460	І все добро і все зло...
1775735198	Все старе і все нове...
1798833391	Доведеться постати перед судом Господнім!
1327253338	Нехай змилосердиться над нашими душами.
2006344400	Сейф вирвано прямо зі стіни. Підлога вкрита відбитками копит.
538003243	Тоді це правда. Минулої ночі тут був сам Сатана.
2024803270	Я бачив виродка. Одягнений у довгий чорний кожух і великі роги, як у вола.
136615385	Як ми колись закриємо диявола?
868949280	Треба зателефонувати пастору. Він знатиме, що робити.
1594392271	Можливо. Здається, шериф втратив голову, ігноруючи наші теорії та все інше.
1479984106	Ну... Гадаю, ми повинні залишити це там, де йому місце.
1356569465	Хм... Давайте залишимо це тут для безпечного зберігання.
1009113621	Шкода, але це не наші гроші.
1567772064	Якби я був Доком, де б я тримався?
1577477175	Гей, Док. Ви тут?
2129400880	Де ти, МакКой?
1554146086	Док! Тобі треба прокинутися!
254795236	МакКой! Прокинься, сер!
1726557802	Привіт, Док! Прокинься і співай!
377597252	...
133096306	Це відбиток копита на його обличчі?
88700969	Він не скоро прокинеться.
1606989506	Ну тоді веземо його. Човен не чекатиме.
1881620348	...
3526963	...
1732022279	...
428310486	...
601364948	...
1440495828	...
328688949	Хрр... Роза... Троянда...
1514831626	Що він каже? Щось про троянди?
1660233075	Може, він маре.
845827971	Хррр... Пий... Напої...
402891133	Тепер він відчуває спрагу. Мабуть, сниться сушняк.
496985104	Думаєте, його сни намагаються нам щось сказати?
2004312653	Як вони взагалі її схопили? Розі розумна дівчина.
96204554	Може це було якесь заклинання вуду? Чув, що вони можуть контролювати свідомість людей.
1846003513	Контролювати? Це найдурніша річ, яку я чув за все своє життя.
819462486	Щось я чув, і все. Дивні речі відбуваються.
1211276023	Це вільна країна, Сью. Жодне закляття не поневолює мою свободу волі.
349599389	Як ти взагалі дізнаєшся, що на тебе діють чари, га Стен?
2055929743	Я говорю про це місяцями, знаєте.
1179320602	Ти і твої божевільні теорії.
1529553374	Це відбувається! Я ж казав, що буде! Диявол, болотяні відьми, все!
1902893999	Звичайно, звичайно...
1256508510	Ще один день, і я піду звідси, чоловіче. Це місто приречене. Я казав тобі!
1043430109	Це просто пограбування банку. Трапляється час від часу.
1895506120	ТИ мені віриш, чи не так? Знаки, ви більше не можете їх ігнорувати.
1516427400	Ммм... Останнім часом тут відбуваються дивні речі...
861268628	Тварини божеволіють. За всім цим стоїть диявол. Як я завжди передбачав.
94138026	Ти СПРАВО це багато говорив, так... Блін.
71483507	Ми повинні вибратися звідси. Диявол ходить серед нас!
1002422473	Ну... Хм... Не знаю. Я не звик змінюватися, розумієш?
1471642464	Джошуа, послухай...
1261020848	Навіть не починай. Залиште мене в спокої.
404259073	Джошуа, це важливо.
1256672804	НІ! Ніяких ваших дурниць немає. Йди геть.
326811039	Джошуа, будь ласка...
41566168	Я сказав тобі: перестань!
1173960067	Отже, він шериф?
924426452	Ось шериф.
651354632	Ось і шериф.
329328324	Цікаво, про що він говорить...
2133212800	Тепер дозвольте мені зрозуміти...
705175938	Половина з вас каже, що сам Сатана пограбував наш банк.
1039578838	Друга половина каже, що це болотні жінки.
745822232	Моя мила Розі зникла.
1403515838	Гроші з банку теж.
544753271	А винні, що спричинили всі ці руйнування? Якими б вони не були... Теж пішли.
947974283	Чи правильно я перелічую факти?
368601354	Насправді це болотні ВІДЬМИ, сер.
1421196470	Слухай сюди, друже.
1528418798	Ти перевернеш кожен клятий камінь у цьому місті, поки не знайдеш мою Розі, або, нехай допоможе мені Бог, я нанизаю вас усіх, як жаб на вудку!
1597898489	Гей! Я прокинувся біля дівчини на ім'я Розі. Вона дала мені граблі.
332489 Ти прокинувся...поруч з нею? Тобто 
1484272988	Принаймні нам вдалося знайти одного друга в цьому місті.
211205121	Зачекайте. Я прокинувся біля дівчини на ім'я Розі.
739073601	Вона мала купу грошей.
1433373531	Маєш на увазі, що вона вкрала ці гроші?
1263360932	Жінка обікрала банк?
564428196	Б’юся об заклад, що вона підсипала нам щось у напої.
1818976632	Принаймні ми не дозволили, щоб це зішло їй з рук.
158535185	Ну, якщо вона була тут, то її вже давно немає.
726437457	Гей, куди вона поділася?
675688247	Що це? Схоже на лист.
776162675	Ах...допоможіть мені тут.
2111783617	Е...тут. Ви це прочитали.
776568948	«До зустрічі, друзі. Приємно було випити з вами. Не потрапляйте у в’язницю. До наступного разу».
661332741	Тепер ця жінка у моєму серці.
165532200	Б'юсь об заклад, вона підлила щось у наші напої. Це була пекельна нічка.
1089721530	Мені досить цього міста. Нумо йдемо на той пароплав.
407763384	А ви не поспішали.
393908923	Просто витягни нас звідси.
1651580696	Гарний день для прогулянки річкою.
1426800689	Дякуємо, сер, що зачекалися на нас.
902999577	Тепер з вас подвійна плата.
1467735642	Всі на борт!
550166924	Знаєте когось із зубним болем?
242393163	Без проблем вирву тобі зуби.
254675861	Потрібен стоматолог, хе хе хе?
57218185	Дуже болить зуб.
278526034	Я нічого не можу жувати.
1866215532	Ой, мій зуб.
254904447	Ага...клієнт! Приступаємо до роботи.
1524732424	Ж-ж-чекай! Аааааааааааааа!
353958600	Що відбувається?
1302257551	Тьху... що, в біса, сталося минулої ночі? Гаразд... ти маєш знайти інших.
315240867	Де Купер?
18692113	Що? Як він туди потрапив? Ну... тобі краще його розбудити.
293224231	Де Кейт?
2145455900	Га? Що вона там робить? Сподіваюся, з нею все гаразд... Давайте її розбудимо.
1894810900	Гаразд, ми повинні поговорити...
1569792280	Гаразд, е-е... Вам слід перегрупуватися і... поговорити про... речі.
1051569863	Де в біса Док?!
49800793	Він має бути десь... так? Ви повинні знайти його. Розпитайте. Ну, не розпитуй, але... знаєш... Просто знайди його, гаразд?
2007094801	Мерщій геть звідси...
396670543	О так, капітан чекає... Треба зібратись усім на борт.
1458824417	Чи чули ви чутки останнім часом? Кажуть, диявол прийшов до Батон-Руж. А може, це були болотні відьми. Важко тримати їх окремо, чи не так?
601705098	У будь-якому випадку ваші цілі сьогодні будуть простими чоловіками. Насправді брати і сестри. Усі – частина однієї великої родини. А хто б сім'ю розривав?
1019050481	Мої клієнти хочуть, щоб ви їх позбулися. До останнього. Заковика? Ви не знатимете, кого шукаєте.
1310209373	Подивіться уважно на цього чоловіка. Його одяг, його волосся, його шкіра. Він виглядає точно так, як ваші цілі. Використовуйте це, щоб знайти їх.
91495061	Тримай очі відкритими. Переконайтеся, що ви спіймали їх усіх. Будьте певні: мої клієнти спостерігатимуть.
62092261	Нічого, як хороше полювання, щоб покращити настрій. Найбільше розважаються мої клієнти. молодець
1903982346	Подивіться на цей грабіж.
1740736829	Добре, ДеВітт. Нумо подивимось, що ти тут тримаєш.
